EarTagNumberCurrent	EarTagNumberOriginal	StrainName	Diet	Sex	Status	AgeAtDeath	DateOfBirth	DateDietStart	DateOfDeath	AgeAtSetUp	Weight00 Baseline	DateWeightBaseline	Weight01	Weight02	Weight03	Weight04	Weight05	Weight06	Weight07	Weight08	Weight09	Weight10	Weight11	Weight12	Weight13	Weight14	Weight15	Weight16	Weight17	Weight18	Weight19	Weight20	AgeAtWeight01	AgeAtWeight02	AgeAtWeight03	AgeAtWeight04	AgeAtWeight05	AgeAtWeight06	AgeAtWeight07	AgeAtWeight08	AgeAtWeight09	AgeAtWeight10	AgeAtWeight11	AgeAtWeight12	AgeAtWeight13	AgeAtWeight14	AgeAtWeight15	AgeAtWeight16	AgeAtWeight17	AgeAtWeight18	AgeAtWeight19	AgeAtWeight20	DateWeight01	DateWeight02	DateWeight03	DateWeight04	DateWeight05	DateWeight06	DateWeight07	DateWeight08	DateWeight09	DateWeight10	DateWeight11	DateWeight12	DateWeight13	DateWeight14	DateWeight15	DateWeight16	DateWeight17	DateWeight18	DateWeight19	DateWeight20	DaysOnDietAtWeight01	DaysOnDietAtWeight02	DaysOnDietAtWeight03	DaysOnDietAtWeight04	DaysOnDietAtWeight05	DaysOnDietAtWeight06	DaysOnDietAtWeight07	DaysOnDietAtWeight08	DaysOnDietAtWeight09	DaysOnDietAtWeight10	DaysOnDietAtWeight11	DaysOnDietAtWeight12	DaysOnDietAtWeight13	DaysOnDietAtWeight14	DaysOnDietAtWeight15	DaysOnDietAtWeight16	DaysOnDietAtWeight17	DaysOnDietAtWeight18	DaysOnDietAtWeight19	DaysOnDietAtWeight20
4548	4548	BXD170	NAM	F	Natural	387	10/01/2021	04/04/2022	10/23/2022	185	24.2	04/04/2022	25	26.5	17.4																		234	304	374																		05/23/2022	08/01/2022	10/10/2022																		49	119	189																	
4562	4562	BXD15	NAM	F	Euthanized	683	10/18/2021	04/20/2022	09/01/2023	184	28.4	04/20/2022	31.5	36.3	37.2	39	34.9	35.5	39.4	36.3													217	287	357	417	479	556	611	674													05/23/2022	08/01/2022	10/10/2022	12/09/2022	02/09/2023	04/27/2023	06/21/2023	08/23/2023													33	103	173	233	295	372	427	490												
4563	4563	BXD15	NAM	F	Euthanized	479	10/18/2021	04/20/2022	02/09/2023	184	28	04/20/2022	30.8	34.3	39.4	33.6	19.7																217	287	357	417	479																05/23/2022	08/01/2022	10/10/2022	12/09/2022	02/09/2023																33	103	173	233	295															
4564	4564	BXD15	NAM	F	Euthanized	395	10/18/2021	04/20/2022	11/17/2022	184	26.4	04/20/2022	29.7	33.6	39.1																		217	287	357																		05/23/2022	08/01/2022	10/10/2022																		33	103	173																	
4558	4558	BXD15	NAM	F	Natural	155	11/14/2021	05/23/2022	04/18/2022	190	34.1	05/23/2022																																																																																
4559	4559	BXD15	NAM	F	Natural	505	11/14/2021	05/23/2022	04/03/2023	190	28.2	05/23/2022		32.7	38.2	39	31.2																	260	330	390	453																	08/01/2022	10/10/2022	12/09/2022	02/10/2023																	70	140	200	263															
4596	4596	BXD74	NAM	F	Euthanized	582	11/18/2021	05/23/2022	06/23/2023	186	19.2	05/23/2022		26.3	22.2	22.9	22.4	22.3	18.1															256	326	386	449	525	580															08/01/2022	10/10/2022	12/09/2022	02/10/2023	04/27/2023	06/21/2023															70	140	200	263	339	394													
4597	4597	BXD74	NAM	F	Euthanized	582	11/18/2021	05/23/2022	06/23/2023	186	19.5	05/23/2022		20.1	20.3	22.9	20.9	21.8	22.1															256	326	386	449	525	580															08/01/2022	10/10/2022	12/09/2022	02/10/2023	04/27/2023	06/21/2023															70	140	200	263	339	394													
3678	3678	BXD190	NAM	F	Euthanized	526	08/16/2021	02/18/2022	01/24/2023	186	32.6	02/18/2022	40.7	45.6	55.9	54.9	44.4	20.3															220	280	352	420	480	526															03/24/2022	05/23/2022	08/03/2022	10/10/2022	12/09/2022	01/24/2023															34	94	166	234	294	340														
3679	3679	BXD190	NAM	F	Euthanized	753	08/16/2021	02/18/2022	09/08/2023	186	28.5	02/18/2022	31.2	36.7	45.8	47.3	51.1	49.8	49.2	38.6	27.4												220	280	352	420	480	542	619	674	737												03/24/2022	05/23/2022	08/03/2022	10/10/2022	12/09/2022	02/09/2023	04/27/2023	06/21/2023	08/23/2023												34	94	166	234	294	356	433	488	551											
4589	4589	BXD32	NAM	F	Euthanized	607	01/01/2022	07/07/2022	08/31/2023	187	23.9	07/07/2022	22.8	33	36.1	38.4	39.7	39.6	25.8														212	282	342	405	481	536	599														08/01/2022	10/10/2022	12/09/2022	02/10/2023	04/27/2023	06/21/2023	08/23/2023														25	95	155	218	294	349	412													
4590	4590	BXD32	NAM	F	Natural	421	01/01/2022	07/07/2022	02/26/2023	187	25.9	07/07/2022	28.6	33.6	37.1	39	40.4	40	37.1	36.9	36.4												212	282	342	405	481	536	599	654	709												08/01/2022	10/10/2022	12/09/2022	02/10/2023	04/27/2023	06/21/2023	08/23/2023	10/17/2023	12/11/2023												25	95	155	218	294	349	412	467	522											
4591	4591	BXD32	NAM	F	Natural	709	01/01/2022	07/07/2022	12/11/2023	187	25.1	07/07/2022	28.5	38.5	41.9	44.1	44.5	44.9	39.4	33.5													212	282	342	405	481	536	599	654													08/01/2022	10/10/2022	12/09/2022	02/10/2023	04/27/2023	06/21/2023	08/23/2023	10/17/2023													25	95	155	218	294	349	412	467												
4584	4584	BXD32	NAM	F	Euthanized	558	12/11/2021	07/18/2022	06/22/2023	219	28.4	07/18/2022		30.5	37.3	40	33.8	33.8	25.9															233	303	363	425	502	557															08/01/2022	10/10/2022	12/09/2022	02/09/2023	04/27/2023	06/21/2023															14	84	144	206	283	338													
4585	4585	BXD32	NAM	F	Euthanized	655	12/11/2021	07/18/2022	09/27/2023	219	23.3	07/18/2022		24	28	40.6	28.1	24.2	24.1	21.9														233	303	363	425	502	557	620														08/01/2022	10/10/2022	12/09/2022	02/09/2023	04/27/2023	06/21/2023	08/23/2023														14	84	144	206	283	338	401												
4586	4586	BXD32	NAM	F	Euthanized	562	12/11/2021	07/18/2022	06/26/2023	219	26.5	07/18/2022		27.7	34.2	37.3	38.6	32.2	27.1															233	303	363	425	502	557															08/01/2022	10/10/2022	12/09/2022	02/09/2023	04/27/2023	06/21/2023															14	84	144	206	283	338													
4587	4587	BXD32	NAM	F	Euthanized	558	12/11/2021	07/18/2022	06/22/2023	219	26.4	07/18/2022		32.3	38.8	40.4	39.4	42.7	29.5															233	303	363	425	502	557															08/01/2022	10/10/2022	12/09/2022	02/09/2023	04/27/2023	06/21/2023															14	84	144	206	283	338													
4588	4588	BXD32	NAM	F	Euthanized	730	12/11/2021	07/18/2022	12/11/2023	219	20.9	07/18/2022		23.4	31.2	34.6	34.5	37.2	35.4	33.6	29.1	26												233	303	363	425	502	557	620	675	730												08/01/2022	10/10/2022	12/09/2022	02/09/2023	04/27/2023	06/21/2023	08/23/2023	10/17/2023	12/11/2023												14	84	144	206	283	338	401	456	511										
4847	4847	BXD15	NAM	F	Natural	246	01/06/2022	07/18/2022	09/09/2022	193	23	07/18/2022		27																				207																				08/01/2022																				14																		
4848	4848	BXD15	NAM	F	Euthanized	798	01/06/2022	07/18/2022	03/14/2024	193	25.2	07/18/2022		24	28	31.9	33.8	38.1	39.7	36.6	37.2	36.5												207	277	337	400	476	531	594	649	704												08/01/2022	10/10/2022	12/09/2022	02/10/2023	04/27/2023	06/21/2023	08/23/2023	10/17/2023	12/11/2023												14	84	144	207	283	338	401	456	511										
4849	4849	BXD15	NAM	F	Euthanized	399	01/06/2022	07/18/2022	02/09/2023	193	25.9	07/18/2022		26.9	31.7	38.7	36.6																	207	277	337	399																	08/01/2022	10/10/2022	12/09/2022	02/09/2023																	14	84	144	206															
4592	4592	DBA/2J	NAM	F	Euthanized	575	12/23/2021	07/07/2022	07/21/2023	196	30.8	07/07/2022	36	42.5	42.5	46.3	47.2	44.7															221	291	351	414	490	545															08/01/2022	10/10/2022	12/09/2022	02/10/2023	04/27/2023	06/21/2023															25	95	155	218	294	349														
4593	4593	DBA/2J	NAM	F	Euthanized	771	12/23/2021	07/07/2022	02/02/2024	196	25.9	07/07/2022	29.6	35.4	39.3	41.4	40.6	35.1	31.6	32.3	29.8												221	291	351	414	490	545	608	663	718												08/01/2022	10/10/2022	12/09/2022	02/10/2023	04/27/2023	06/21/2023	08/23/2023	10/17/2023	12/11/2023												25	95	155	218	294	349	412	467	522											
4594	4594	DBA/2J	NAM	F	Euthanized	656	12/23/2021	07/07/2022	10/10/2023	196	26	07/07/2022	33.6	39.4	44.2	46.4	43.5	40															221	291	351	490	545	608															08/01/2022	10/10/2022	12/09/2022	04/27/2023	06/21/2023	08/23/2023															25	95	155	294	349	412														
4595	4595	DBA/2J	NAM	F	Euthanized	545	12/23/2021	07/07/2022	06/21/2023	196	25.8	07/07/2022	27.6	35.1	37.5	37.4	36.9	22.3															221	291	351	414	490	545															08/01/2022	10/10/2022	12/09/2022	02/10/2023	04/27/2023	06/21/2023															25	95	155	218	294	349														
4573	4573	BXD172	NAM	F	Natural	782	05/13/2020	01/24/2022	07/04/2022	621	36.4	01/24/2022	47.3																				740																				05/23/2022																				119																			
3598	3598	BXD172	NAM	F	Euthanized	751	05/26/2020	07/14/2021	06/16/2022	414	28.5	07/14/2021	33.2																				727																				05/23/2022																				313																			
5008	5008	BXD32	NAM	F	Natural	420	03/07/2022	09/14/2022	05/01/2023	191	31.6	09/14/2022	34.2	39.6	41.7	31.5																	217	277	339	416																	10/10/2022	12/09/2022	02/09/2023	04/27/2023																	26	86	148	225																
5009	5009	BXD32	NAM	F	Natural	498	03/07/2022	09/14/2022	07/18/2023	191	31.9	09/14/2022	34.5	38.8	39.9	43.5	44.9																217	277	339	416	471																10/10/2022	12/09/2022	02/09/2023	04/27/2023	06/21/2023																26	86	148	225	280															
5010	5010	BXD32	NAM	F	Natural	637	03/07/2022	09/14/2022	12/04/2023	191	34.7	09/14/2022	37.3	40.3	43.5	42.8	39.4	29.9	32.3														217	277	340	416	471	534	589														10/10/2022	12/09/2022	02/10/2023	04/27/2023	06/21/2023	08/23/2023	10/17/2023														26	86	149	225	280	343	398													
5011	5011	BXD32	NAM	F	Euthanized	644	03/07/2022	09/14/2022	12/11/2023	191	29.9	09/14/2022	31.8	37.6	41.2	42.2	42.7	29.9	30.4	27.8													217	277	340	416	471	534	589	644													10/10/2022	12/09/2022	02/10/2023	04/27/2023	06/21/2023	08/23/2023	10/17/2023	12/11/2023													26	86	149	225	280	343	398	453												
5025	5025	BXD62	NAM	F	Euthanized	579	07/03/2022	01/05/2023	02/02/2024	186	25.8	01/05/2023	28.3	33.6	31	31.7	32.6	30.1															221	298	353	416	471	526															02/09/2023	04/27/2023	06/21/2023	08/23/2023	10/17/2023	12/11/2023															35	112	167	230	285	340														
5026	5026	BXD62	NAM	F	Natural	483	07/03/2022	01/05/2023	10/29/2023	186	25.7	01/05/2023	27.4	29	30.1	33.1	35.3	34.7															221	298	353	416	471	526															02/09/2023	04/27/2023	06/21/2023	08/23/2023	10/17/2023	12/11/2023															35	112	167	230	285	340														
5027	5027	C57BL/6J	NAM	F	Euthanized	329	07/11/2022	01/11/2023	06/05/2023	184	27.1	01/11/2023	30.9	42.8	44.3																		214	290	329																		02/10/2023	04/27/2023	06/05/2023																		30	106	145																	
5028	5028	C57BL/6J	NAM	F	Euthanized	604	07/11/2022	01/11/2023	03/06/2024	184	25.3	01/11/2023	31.6	43.4	47.6	50.5	52.7	53.6															214	290	345	408	463	518															02/10/2023	04/27/2023	06/21/2023	08/23/2023	10/17/2023	12/11/2023															30	106	161	224	279	334														
5029	5029	DBA/2J	NAM	F	Euthanized	589	07/12/2022	01/11/2023	02/21/2024	183	20.5	01/11/2023	26.9	35.8	37.8	36.3	36.3	33															212	289	344	407	462	517															02/09/2023	04/27/2023	06/21/2023	08/23/2023	10/17/2023	12/11/2023															29	106	161	224	279	334														
5030	5030	DBA/2J	NAM	F	Euthanized	591	07/12/2022	01/11/2023	02/23/2024	183	24.4	01/11/2023	30	33.9	34.2	33.8	34.3	29.3															212	289	344	407	462	517															02/09/2023	04/27/2023	06/21/2023	08/23/2023	10/17/2023	12/11/2023															29	106	161	224	279	334														
4850	4850	BXD15	NAM	F	Euthanized	573	01/06/2022	07/07/2022	08/02/2023	182	26.3	07/07/2022	27.1																				531																				06/21/2023																				349																			
4557	4557	BXD197	NAM	F	Euthanized	695	07/20/2021	x	06/15/2023	x	x	x																																																																																
5031	5031	DBA/2J	NAM	F	Euthanized	591	08/09/2022	02/13/2023	03/22/2024	188	27.2	02/13/2023	40.1	39.1	37.6																		379	434	489																		08/23/2023	10/17/2023	12/11/2023																		191	246	301																	
5032	5032	DBA/2J	NAM	F	Euthanized	591	08/09/2022	02/13/2023	03/22/2024	188	21.9	02/13/2023	36.9	35.8	40.9																		379	434	489																		08/23/2023	10/17/2023	12/11/2023																		191	246	301																	
5033	5033	DBA/2J	NAM	F	Natural	518	08/09/2022	02/13/2023	01/09/2024	188	18.6	02/13/2023	22.7	25.3	24.4	27.8																	316	379	434	489																	06/21/2023	08/23/2023	10/17/2023	12/11/2023																	128	191	246	301																
5024	5024	C57BL/6J	NAM	F	Euthanized	586	08/14/2022	02/13/2023	03/22/2024	183	24.5	02/13/2023			42.5	47.1	47.6																		374	429	484																		08/23/2023	10/17/2023	12/11/2023																		191	246	301															

