EarTagNumberCurrent	EarTagNumberOriginal	StrainName	Diet	Sex	Status	AgeAtDeath	DateOfBirth	DateDietStart	DateOfDeath	AgeAtSetUp	Weight00 Baseline	DateWeightBaseline	Weight01	AgeAtWeight01	Weight02	AgeAtWeight02	Weight03	AgeAtWeight03	Weight04	AgeAtWeight04	Weight05	AgeAtWeight05	Weight06	AgeAtWeight06	Weight07	AgeAtWeight07	Weight08	AgeAtWeight08	Weight09	AgeAtWeight09	Weight10	AgeAtWeight10	Weight11	AgeAtWeight11	Weight12	AgeAtWeight12	Weight13	AgeAtWeight13	Weight14	AgeAtWeight14	Weight15	AgeAtWeight15	Weight16	AgeAtWeight16	Weight17	AgeAtWeight17	Weight18	AgeAtWeight18	Weight19	AgeAtWeight19	Weight20	AgeAtWeight20		DateWeight01	DateWeight02	DateWeight03	DateWeight04	DateWeight05	DateWeight06	DateWeight07	DateWeight08	DateWeight09	DateWeight10	DateWeight11	DateWeight12	DateWeight13	DateWeight14	DateWeight15	DateWeight16	DateWeight17	DateWeight18	DateWeight19	DateWeight20	DaysOnDietAtWeight01	DaysOnDietAtWeight02	DaysOnDietAtWeight03	DaysOnDietAtWeight04	DaysOnDietAtWeight05	DaysOnDietAtWeight06	DaysOnDietAtWeight07	DaysOnDietAtWeight08	DaysOnDietAtWeight09	DaysOnDietAtWeight10	DaysOnDietAtWeight11	DaysOnDietAtWeight12	DaysOnDietAtWeight13	DaysOnDietAtWeight14	DaysOnDietAtWeight15	DaysOnDietAtWeight16	DaysOnDietAtWeight17	DaysOnDietAtWeight18	DaysOnDietAtWeight19	DaysOnDietAtWeight20
749	749	BXD40	CD	F	Natural	427	11/24/2011	07/20/2012	01/24/2013	239	22.8	07/20/2012	23.3	265	23.1	336																																						08/15/2012	10/25/2012																			26	97																		
2648	2648	DBA/2J	CD	F	Natural	772	05/02/2016	12/13/2016	06/13/2018	225	25.2		25.1	268	26.6	318	26.4	379	25.7	457	24.8	534	24.1	596	22.9	660	22.5	725	22.4	772																								01/25/2017	03/16/2017	05/16/2017	08/02/2017	10/18/2017	12/19/2017	02/21/2018	04/27/2018	06/13/2018												43	93	154	232	309	371	435	500	547											
2650	2650	DBA/2J	CD	F	Natural	694	05/02/2016	12/13/2016	03/27/2018	225	23.6		25.4	268	25.1	318	24.1	379	26.8	457	25.6	534	23.4	596	21.1	660																												01/25/2017	03/16/2017	05/16/2017	08/02/2017	10/18/2017	12/19/2017	02/21/2018														43	93	154	232	309	371	435													
2649	2649	DBA/2J	CD	F	Natural	725	05/02/2016	12/13/2016	04/27/2018	225	24.8		27.1	268	26.9	318	27.4	379	26.8	457	26.1	534	24.9	596	21.8	660																												01/25/2017	03/16/2017	05/16/2017	08/02/2017	10/18/2017	12/19/2017	02/21/2018														43	93	154	232	309	371	435													
2646	2646	DBA/2J	CD	F	Natural	614	05/02/2016	12/13/2016	01/06/2018	225	26.3		25.5	268	25.6	318	27.6	379	25.9	457	25.4	534	22.8	596																														01/25/2017	03/16/2017	05/16/2017	08/02/2017	10/18/2017	12/19/2017															43	93	154	232	309	371														
2645	2645	DBA/2J	CD	F	Harvest	644	05/02/2016	12/13/2016	02/05/2018	225	23.6		23.2	268	23.9	318	24.5	379	23.6	457	23.5	534	18.8	596																														01/25/2017	03/16/2017	05/16/2017	08/02/2017	10/18/2017	12/19/2017															43	93	154	232	309	371														
2647	2647	DBA/2J	CD	F	Natural	557	05/02/2016	12/13/2016	11/10/2017	225	24.4		22.2	268	23.6	318	22.5	379	21.1	457	17.3	534																																01/25/2017	03/16/2017	05/16/2017	08/02/2017	10/18/2017																43	93	154	232	309															
2651	2651	DBA/2J	CD	F	Natural	532	05/02/2016	12/13/2016	10/16/2017	225	24.8		23.1	268	24.1	318	24.7	379	25.2	457																																		01/25/2017	03/16/2017	05/16/2017	08/02/2017																	43	93	154	232																
1322	1322	BXD39	CD	F	Harvest	550	04/22/2013	11/15/2013	10/24/2014	207	21.6	11/15/2013	22.1	269	20.7	323	20.5	386	20.9	457	18.6	504																																01/16/2014	03/11/2014	05/13/2014	07/23/2014	09/08/2014																62	116	179	250	297															
761	761	BXD85	CD	F	Natural	870	11/20/2011	07/20/2012	04/08/2014	243	27.3	07/20/2012	28.5	269	29.2	340	30.1	439	29.9	518	29.3	627	26.2	722	23.2	788	24.8	842																										08/15/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013	11/11/2013	01/16/2014	03/11/2014													26	97	196	275	384	479	545	599												
620	620	BXD79	CD	F	Natural	703	11/20/2011	07/20/2012	10/23/2013	243	23.3	07/20/2012	24.7	269	26.5	340	27.4	439	29.7	518	26.8	627																																08/15/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013																26	97	196	275	384															
1700	1700	BXD51	CD	F	Natural	701	12/12/2013	07/25/2014	11/13/2015	225	20.6	07/25/2014	21.9	270	24.1	333	25.5	398	22.9	454	23.2	517	24.8	579	22.9	663																												09/08/2014	11/10/2014	01/14/2015	03/11/2015	05/13/2015	07/14/2015	10/06/2015														45	108	173	229	292	354	438													
682	682	BXD40	CD	F	Natural	577	11/19/2011	07/20/2012	06/18/2013	244	31.4	07/20/2012	31	270	30.3	341	30.3	440	33.8	519																																		08/15/2012	10/25/2012	02/01/2013	04/21/2013																	26	97	196	275																
679	679	BXD40	CD	F	Harvest	578	11/19/2011	07/20/2012	06/19/2013	244	25.7	07/20/2012	26.1	270	25.3	341	25	440	25.8	519																																		08/15/2012	10/25/2012	02/01/2013	04/21/2013																	26	97	196	275																
680	680	BXD40	CD	F	Harvest	578	11/19/2011	07/20/2012	06/19/2013	244	28.9	07/20/2012	28.9	270	28.4	341	29	440	31.6	519																																		08/15/2012	10/25/2012	02/01/2013	04/21/2013																	26	97	196	275																
1283	1283	BXD65	CD	F	Harvest	367	01/04/2013	08/08/2013	01/06/2014	216	31	08/08/2013	33	271	36.1	311																																						10/02/2013	11/11/2013																			55	95																		
1284	1284	BXD65	CD	F	Harvest	367	01/04/2013	08/08/2013	01/06/2014	216	35.5	08/08/2013	38.4	271	39.6	311																																						10/02/2013	11/11/2013																			55	95																		
49	49	BXD89	CD	F	Natural	636	06/29/2011	02/13/2012	03/26/2013	229	25.7	02/13/2012	26.2	271	26.9	350	26.6	429	27.6	484	26.6	583																																03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013																42	121	200	255	354															
1002	1002	BXD9	CD	F	Euthanized	435	01/02/2013	08/08/2013	03/13/2014	218	42.5	08/08/2013	41.6	273	38.8	313	35.5	379	34.2	433																																		10/02/2013	11/11/2013	01/16/2014	03/11/2014																	55	95	161	215																
1001	1001	BXD9	CD	F	Natural	476	01/02/2013	08/08/2013	04/23/2014	218	49.5	08/08/2013	46.2	273	40.2	313	38.1	379	35.7	433																																		10/02/2013	11/11/2013	01/16/2014	03/11/2014																	55	95	161	215																
1010	1010	BXD9	CD	F	Natural	337	01/02/2013	08/08/2013	12/05/2013	218	34.5	08/08/2013	31.7	273	29.9	313																																						10/02/2013	11/11/2013																			55	95																		
8	8	BXD60	CD	F	Natural	710	06/27/2011	02/13/2012	06/06/2013	231	33.7	02/13/2012	26.1	273	26.9	352	29.2	431	31.6	486	29.6	585	27.5	664																														03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013	04/21/2013															42	121	200	255	354	433														
9	9	BXD60	CD	F	Natural	392	06/27/2011	02/13/2012	07/23/2012	231	51.3	02/13/2012	52.6	273	42.1	352																																						03/26/2012	06/13/2012																			42	121																		
822	822	BXD63	CD	F	Natural	944	11/15/2011	07/20/2012	06/16/2014	248	24.7	07/20/2012	25.1	274	25.3	345	24.9	444	24.5	523	25.3	632	24.7	727	24.7	793	25.1	847	21.9	910																								08/15/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013	11/11/2013	01/16/2014	03/11/2014	05/13/2014												26	97	196	275	384	479	545	599	662											
820	820	BXD63	CD	F	Harvest	582	11/15/2011	07/20/2012	06/19/2013	248	25	07/20/2012	25.9	274	25	345	23.7	444	23.6	523																																		08/15/2012	10/25/2012	02/01/2013	04/21/2013																	26	97	196	275																
821	821	BXD63	CD	F	Harvest	582	11/15/2011	07/20/2012	06/19/2013	248	29.4	07/20/2012	29.9	274	29.2	345	28.3	444	29.3	523																																		08/15/2012	10/25/2012	02/01/2013	04/21/2013																	26	97	196	275																
3247	3247	C57BL/6J	CD	F	Euthanized	906	03/07/2020	11/04/2020	08/30/2022	242	24.1		24.8	277	28.6	356	31.5	411	34	480	34.9	544	33.8	606	34.7	691	33.6	758	28.7	817	26.4	892																						12/09/2020	02/26/2021	04/22/2021	06/30/2021	09/02/2021	11/03/2021	01/27/2022	04/04/2022	06/02/2022	08/16/2022											35	114	169	238	302	364	449	516	575	650										
3248	3248	C57BL/6J	CD	F	Natural	835	03/07/2020	11/04/2020	06/20/2022	242	28.4		31.3	277	34.2	356	35.4	411	36	480	38.8	544	37.9	606	41.7	691	32.8	758	30.1	817																								12/09/2020	02/26/2021	04/22/2021	06/30/2021	09/02/2021	11/03/2021	01/27/2022	04/04/2022	06/02/2022												35	114	169	238	302	364	449	516	575											
811	811	BXD65	CD	F	Natural	921	11/04/2011	07/20/2012	05/13/2014	259	29.7	07/20/2012	34.7	285	36.1	356	35.4	455	33.8	534	26.3	643	24	738	23	804	20.4	858	15.9	921																								08/15/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013	11/11/2013	01/16/2014	03/11/2014	05/13/2014												26	97	196	275	384	479	545	599	662											
810	810	BXD65	CD	F	Natural	931	11/04/2011	07/20/2012	05/23/2014	259	28	07/20/2012	28.4	285	28.9	356	29.7	455	28.4	534	27.9	643	25	738	22.5	804	18.9	858	20	921																								08/15/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013	11/11/2013	01/16/2014	03/11/2014	05/13/2014												26	97	196	275	384	479	545	599	662											
807	807	BXD65	CD	F	Harvest	711	11/04/2011	07/20/2012	10/15/2013	259	28.2	07/20/2012	30.4	285	32	356	31.4	455	33.7	534	30.6	643																																08/15/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013																26	97	196	275	384															
808	808	BXD65	CD	F	Harvest	711	11/04/2011	07/20/2012	10/15/2013	259	36	07/20/2012	38.5	285	40.1	356	39.5	455	37.8	534	38.3	643																																08/15/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013																26	97	196	275	384															
478	22	BXD70	CD	F	Natural	638	06/15/2011	02/13/2012	03/14/2013	243	18.4	02/13/2012	25.8	285	34.7	364	38.1	443	44.1	498	33.1	597																																03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013																42	121	200	255	354															
477	21	BXD70	CD	F	Natural	581	06/15/2011	02/13/2012	01/16/2013	243	21.6	02/13/2012	30.8	285	44.7	364	35.3	443	28.7	498																																		03/26/2012	06/13/2012	08/31/2012	10/25/2012																	42	121	200	255																
92	92	BXD9	CD	F	Natural	452	06/15/2011	02/13/2012	09/09/2012	243	29.5	02/13/2012	27.2	285	24.4	364	31.1	443																																				03/26/2012	06/13/2012	08/31/2012																		42	121	200																	
1393	1393	BXD75	CD	F	Natural	672	05/28/2013	02/28/2014	03/31/2015	276	28.5	02/28/2014	27.9	287	26.6	350	26	421	26.3	468	26.1	531	26.6	596	19.3	652																												03/11/2014	05/13/2014	07/23/2014	09/08/2014	11/10/2014	01/14/2015	03/11/2015														11	74	145	192	255	320	376													
1354	1354	BXD99	CD	F	Harvest	535	05/28/2013	01/13/2014	11/14/2014	230	40.5	01/13/2014	25.4	287	25.4	350	24.4	421	23.9	468	22.3	531																																03/11/2014	05/13/2014	07/23/2014	09/08/2014	11/10/2014																57	120	191	238	301															
4532	4532	BXD60	CD	F	Euthanized	613	06/20/2021	11/10/2021	02/23/2023	143	27.9		38	288	37.1	357	35	424	32.4	494	29	550	21.5	613																														04/04/2022	06/12/2022	08/18/2022	10/27/2022	12/22/2022	02/23/2023															145	214	281	351	407	470														
4530	4530	BXD60	CD	F	Natural	572	06/20/2021	11/10/2021	01/13/2023	143	30.8		34	288	27.1	357	27.5	424	26.8	494	21.2	550																																04/04/2022	06/12/2022	08/18/2022	10/27/2022	12/22/2022																145	214	281	351	407															
1582	1196	BXD73b	CD	F	Natural	728	12/17/2012	08/08/2013	12/15/2014	234	27.2	08/08/2013	28.3	289	30.5	329	28.9	395	28.2	449	30.5	513	25.1	584	22.6	631	19.4	693																										10/02/2013	11/11/2013	01/16/2014	03/11/2014	05/14/2014	07/24/2014	09/09/2014	11/10/2014													55	95	161	215	279	350	397	459												
1570	1537	B6D2F1	CD	F	Natural	880	07/27/2013	04/11/2014	12/24/2015	258	24.5	04/11/2014	25.8	291	31.6	362	34.4	409	34	471	33.7	536	32	592	32.5	655	32.6	717	31.3	801	21.2	867																						05/14/2014	07/24/2014	09/09/2014	11/10/2014	01/14/2015	03/11/2015	05/13/2015	07/14/2015	10/06/2015	12/11/2015											33	104	151	213	278	334	397	459	543	609										
1564	1564	BXD95	CD	F	Harvest	644	07/26/2013	04/11/2014	05/01/2015	259	25.1	04/11/2014	25.5	291	25.3	362	24.4	409	24.7	472	24.8	537	25.6	593																														05/13/2014	07/23/2014	09/08/2014	11/10/2014	01/14/2015	03/11/2015															32	103	150	213	278	334														
1568	1535	B6D2F1	CD	F	Harvest	552	07/27/2013	04/11/2014	01/30/2015	258	24.7	04/11/2014	27.2	291	28.8	362	30.9	409	31.8	471	33	536																																05/14/2014	07/24/2014	09/09/2014	11/10/2014	01/14/2015																33	104	151	213	278															
1569	1536	B6D2F1	CD	F	Harvest	552	07/27/2013	04/11/2014	01/30/2015	258	24.7	04/11/2014	26.3	291	27.5	362	27.8	409	28.3	471																																		05/14/2014	07/24/2014	09/09/2014	11/10/2014																	33	104	151	213																
2654	2654	DBA/2J	CD	F	Natural	808	04/08/2016	12/13/2016	06/25/2018	249	25.6		25.5	292	28.2	342	28.7	403	30.2	481	25.9	558	26.8	620	23.9	684	22.8	747	18.3	796																								01/25/2017	03/16/2017	05/16/2017	08/02/2017	10/18/2017	12/19/2017	02/21/2018	04/25/2018	06/13/2018												43	93	154	232	309	371	435	498	547											
2653	2653	DBA/2J	CD	F	Euthanized	633	04/08/2016	12/13/2016	01/01/2018	249	23.9		23.2	292	24.8	342	26.7	403	23.9	481	21.2	558	18.7	620																														01/25/2017	03/16/2017	05/16/2017	08/02/2017	10/18/2017	12/19/2017															43	93	154	232	309	371														
415	415	BXD61	CD	F	Euthanized	608	10/28/2011	07/20/2012	06/27/2013	266	30.6	07/20/2012	30.7	292	32.6	363	29.9	462	29.7	541																																		08/15/2012	10/25/2012	02/01/2013	04/21/2013																	26	97	196	275																
414	414	BXD61	CD	F	Natural	649	10/28/2011	07/20/2012	08/07/2013	266	26	07/20/2012	24.9	292	26	363	26.1	462	25.2	541																																		08/15/2012	10/25/2012	02/01/2013	04/21/2013																	26	97	196	275																
2652	2652	DBA/2J	CD	F	Natural	323	04/08/2016	12/13/2016	02/25/2017	249	23.9		26.6	292																																								01/25/2017																				43																			
3210	3210	BXD102	CD	F	Natural	844	12/27/2019	09/23/2020	04/19/2022	271	27.3		28.6	300	28	349	30.3	427	29	482	25.4	551	26.3	615	25.2	677	23.4	762	21.2	829																								10/22/2020	12/10/2020	02/26/2021	04/22/2021	06/30/2021	09/02/2021	11/03/2021	01/27/2022	04/04/2022												29	78	156	211	280	344	406	491	558											
122	122	BXD85	CD	F	Euthanized	631	05/25/2011	02/13/2012	02/14/2013	264	24.6	02/13/2012	34.6	306	36	385	29.9	464	36.5	519	29.8	618																																03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013																42	121	200	255	354															
2315	2315	BXD43	CD	F	Harvest	376	12/04/2014	09/09/2015	12/15/2015	279	35.4		30.8	306																																								10/06/2015																				27																			
1581	1195	BXD73b	CD	F	Natural	665	11/29/2012	08/08/2013	09/25/2014	252	24.2	08/08/2013	26.1	307	26.6	347	27.4	413	27.4	531	27.1	602	26.4	649																														10/02/2013	11/11/2013	01/16/2014	05/14/2014	07/24/2014	09/09/2014															55	95	161	279	350	397														
5005	5005	C57BL/6J	CD	F	Euthanized	671	02/15/2022	10/11/2022	12/18/2023	238	24.2		26.7	310	26.2	379							28.3	622																														12/22/2022	03/01/2023				10/30/2023															72	141				384														
1591	1591	BXD85	CD	F	Euthanized	444	09/15/2013	06/12/2014	12/03/2014	270	31.9	06/12/2014	30.8	311	29.6	358	32.3	421																																				07/23/2014	09/08/2014	11/10/2014																		41	88	151																	
850	850	BXD53	CD	F	Natural	855	10/09/2011	07/20/2012	02/10/2014	285	26.7	07/20/2012	28.5	311	28.5	382	29	481	32	560	33.4	669	33.6	764	25.6	830																												08/15/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013	11/11/2013	01/16/2014														26	97	196	275	384	479	545													
849	849	BXD53	CD	F	Natural	488	10/09/2011	07/20/2012	02/08/2013	285	26	07/20/2012	27.5	311	25.1	382	25.6	481																																				08/15/2012	10/25/2012	02/01/2013																		26	97	196																	
3199	3199	BXD77	CD	F	Euthanized	853	12/12/2019	09/23/2020	04/13/2022	286	28.7		30.3	315	40.9	442	41.2	497	33.5	567	31	630	30.8	694	29.5	777	25.3	847																										10/22/2020	02/26/2021	04/22/2021	07/01/2021	09/02/2021	11/05/2021	01/27/2022	04/07/2022													29	156	211	281	344	408	491	561												
3200	3200	BXD77	CD	F	Euthanized	691	12/12/2019	09/23/2020	11/02/2021	286	29		31.7	315	36	442	35.2	497			28.2	630	26.6	691																														10/22/2020	02/26/2021	04/22/2021		09/02/2021	11/02/2021															29	156	211		344	405														
902	902	BXD16	CD	F	Natural	659	10/04/2011	07/20/2012	07/24/2013	290	27.7	07/20/2012	28.3	316	30.6	387	30.5	486	32.2	565																																		08/15/2012	10/25/2012	02/01/2013	04/21/2013																	26	97	196	275																
901	901	BXD16	CD	F	Natural	472	10/04/2011	07/20/2012	01/18/2013	290	28.1	07/20/2012	28.5	316	26.8	387																																						08/15/2012	10/25/2012																			26	97																		
86	86	BXD29	CD	F	Natural	444	05/15/2011	02/13/2012	08/01/2012	274	31.8	02/13/2012	31.2	316	28.1	395																																						03/26/2012	06/13/2012																			42	121																		
4540	4540	BXD60	CD	F	Natural	425	07/30/2021	11/10/2021	09/28/2022	103	23.2		22.5	317	15.2	384																																						06/12/2022	08/18/2022																			214	281																		
1184	1184	BXD100	CD	F	Harvest	537	11/18/2012	08/08/2013	05/09/2014	263	32	08/08/2013	33.3	318	35.9	358	35.4	424	36.9	478																																		10/02/2013	11/11/2013	01/16/2014	03/11/2014																	55	95	161	215																
1296	1185	BXD100	CD	F	Harvest	537	11/18/2012	08/08/2013	05/09/2014	263	27.2	08/08/2013	29.6	318	28.8	358	31.5	424	30.6	478																																		10/02/2013	11/11/2013	01/16/2014	03/11/2014																	55	95	161	215																
3	3	BXD43	CD	F	Natural	976	05/08/2011	02/13/2012	01/08/2014	281	20.1	02/13/2012	20.5	323	22.7	402	20.7	481	20	536	16.9	635	15.1	714	17.8	823	15.4	918																										03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013	11/11/2013													42	121	200	255	354	433	542	637												
59	59	BXD73b	CD	F	Natural	656	05/08/2011	02/13/2012	02/22/2013	281	26.4	02/13/2012	24.4	323	26.8	402	27	481	26.6	536	26.7	635																																03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013																42	121	200	255	354															
2236	2236	BXD175	CD	F	Natural	740	11/13/2014	08/05/2015	11/22/2016	265	23.2		22.8	327	23.5	393	22.1	461	23	538	20.4	594	17.6	665	15.8	740																												10/06/2015	12/11/2015	02/17/2016	05/04/2016	06/29/2016	09/08/2016	11/22/2016														62	128	196	273	329	400	475													
54	54	BXD102	CD	F	Natural	1015	05/03/2011	02/10/2012	02/11/2014	283	25.8	02/10/2012	24.4	328	24.9	407	35.4	486	36	541	31.5	640	32.6	719	34.6	828	25.8	923	21.3	989																								03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013	11/11/2013	01/16/2014												45	124	203	258	357	436	545	640	706											
4947	4947	C57BL/6J	CD	F	Euthanized	893	06/10/2022	01/23/2023	11/19/2024	227	29.9		29.2	329	26.9	399	31.3	447	31	510	31.9	558	34.4	628	34.5	697			28.8	826																								05/05/2023	07/14/2023	08/31/2023	11/02/2023	12/20/2023	02/28/2024	05/07/2024		09/13/2024												102	172	220	283	331	401	470		599											
52	52	BXD98	CD	F	Natural	579	05/02/2011	02/13/2012	12/01/2012	287	22.5	02/13/2012	22.3	329	22.8	408	23	487	21.1	542																																		03/26/2012	06/13/2012	08/31/2012	10/25/2012																	42	121	200	255																
363	363	BXD86	CD	F	Natural	1010	05/01/2011	02/13/2012	02/04/2014	288	31.3	02/13/2012	36.3	330	38.2	409	39.4	488	38.6	543	36.4	642	36.9	721	30.6	830	25.2	925	23.4	991																								03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013	11/11/2013	01/16/2014												42	121	200	255	354	433	542	637	703											
47	47	BXD89	CD	F	Natural	836	05/01/2011	02/13/2012	08/14/2013	288	24.1	02/13/2012	25.1	330	25.2	409	22.5	488	29.6	543	25.4	642	21.2	721																														03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013	04/21/2013															42	121	200	255	354	433														
48	48	BXD89	CD	F	Natural	348	05/01/2011	02/13/2012	04/13/2012	288	24.2	02/13/2012	26.1	330																																								03/26/2012																				42																			
364	364	BXD86	CD	F	Natural	361	05/01/2011	02/13/2012	04/26/2012	288	25.8	02/13/2012	27.2	330																																								03/26/2012																				42																			
71	71	BXD48a	CD	F	Natural	565	04/29/2011	02/13/2012	11/14/2012	290	24.9	02/13/2012	25.3	332	24.7	411	24.6	490	25.6	545																																		03/26/2012	06/13/2012	08/31/2012	10/25/2012																	42	121	200	255																
72	72	BXD48a	CD	F	Natural	440	04/29/2011	02/13/2012	07/12/2012	290	23.2	02/13/2012	23.3	332	21.3	411																																						03/26/2012	06/13/2012																			42	121																		
5800	5800	BXD8	CD	F	Euthanized	545	11/29/2022	08/11/2023	05/27/2024	255	43.3		46.4	335	52.1	384	50.1	451	42	512																																		10/30/2023	12/18/2023	02/23/2024	04/24/2024																	80	129	196	257																
3202	3202	BXD65	CD	F	Natural	975	11/20/2019	09/23/2020	07/22/2022	308	28.2		28.5	336	30.7	386	33.6	464	30.8	519	22.9	588	26.5	652	25.2	716	22.4	799	15.2	869	40.3	924																						10/21/2020	12/10/2020	02/26/2021	04/22/2021	06/30/2021	09/02/2021	11/05/2021	01/27/2022	04/07/2022	06/01/2022											28	78	156	211	280	344	408	491	561	616										
3211	3211	BXD65	CD	F	Euthanized	733	11/20/2019	09/23/2020	11/22/2021	308	38.7		37.8	336	37.7	386	40.7	464	42.4	519	30.3	588	27.3	652	25.6	716																												10/21/2020	12/10/2020	02/26/2021	04/22/2021	06/30/2021	09/02/2021	11/05/2021														28	78	156	211	280	344	408													
3212	3212	BXD65	CD	F	Euthanized	797	11/20/2019	09/23/2020	01/25/2022	308	32.7		33.3	336	34.7	386	34.4	464	31.3	519	25.3	588	25.6	652	23.2	716																												10/21/2020	12/10/2020	02/26/2021	04/22/2021	06/30/2021	09/02/2021	11/05/2021														28	78	156	211	280	344	408													
3201	3201	BXD65	CD	F	Natural	699	11/20/2019	09/23/2020	10/19/2021	308	28.1		30.8	336	35	386	33.8	464	34.1	519	25.5	588	24.8	652																														10/21/2020	12/10/2020	02/26/2021	04/22/2021	06/30/2021	09/02/2021															28	78	156	211	280	344														
538	538	DBA/2J	CD	F	Natural	711	09/13/2011	07/20/2012	08/24/2013	311	26.4	07/20/2012	27.6	337	26.7	408	25.5	507	23.7	586	24.2	695																																08/15/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013																26	97	196	275	384															
2933	2933	DBA/2J-Gpnmb	CD	F	Natural	647	07/09/2018	05/13/2019	04/16/2020	308	24.5		25.5	338	25.7	417	24.4	471	25	528	26.5	578	22.2	637	22.2	637																												06/12/2019	08/30/2019	10/23/2019	12/19/2019	02/07/2020	04/06/2020	04/06/2020														30	109	163	220	270	329	329													
2934	2934	DBA/2J-Gpnmb	CD	F	Natural	592	07/09/2018	05/13/2019	02/21/2020	308	26.3		25.8	338	25.9	417	24.7	471	25.9	528	26.7	578																																06/12/2019	08/30/2019	10/23/2019	12/19/2019	02/07/2020																30	109	163	220	270															
2932	2932	DBA/2J-Gpnmb	CD	F	Natural	456	07/09/2018	05/13/2019	10/08/2019	308	22.4		21.6	338	16.9	417																																						06/12/2019	08/30/2019																			30	109																		
4529	4529	BXD2	CD	F	Euthanized	483	07/05/2021	11/10/2021	10/31/2022	128	20.5		22.4	342	24.5	409	19	483																																				06/12/2022	08/18/2022	10/31/2022																		214	281	355																	
4528	4528	BXD2	CD	F	Euthanized	406	07/05/2021	11/10/2021	08/15/2022	128	21.4		14.8	342	16.8	409																																						06/12/2022	08/18/2022																			214	281																		
85	85	BXD29	CD	F	Natural	738	04/18/2011	02/13/2012	04/25/2013	301	27.5	02/13/2012	28.6	343	29.2	422	31	501	27	556	25.2	655	21.8	734																														03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013	04/21/2013															42	121	200	255	354	433														
11	11	BXD60	CD	F	Natural	684	04/18/2011	02/13/2012	03/02/2013	301	31.5	02/13/2012	32.3	343	35.1	422	48.3	501	46.6	556	33.2	655																																03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013																42	121	200	255	354															
10	10	BXD60	CD	F	Natural	718	04/18/2011	02/13/2012	04/05/2013	301	27.9	02/13/2012	30.7	343	35.6	422	35.1	501	34	556	27.8	655																																03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013																42	121	200	255	354															
84	84	BXD29	CD	F	Euthanized	599	04/18/2011	02/13/2012	12/07/2012	301	30.2	02/13/2012	28.1	343	28.8	422	28.9	501	28.5	556																																		03/26/2012	06/13/2012	08/31/2012	10/25/2012																	42	121	200	255																
3073	3073	BXD178	CD	F	Euthanized	410	04/26/2019	03/05/2020	06/09/2020	314	18		17.6	346	18	410																																						04/06/2020	06/09/2020																			32	96																		
3072	3072	BXD178	CD	F	Natural	372	04/26/2019	03/05/2020	05/02/2020	314	21.9		20.7	346																																								04/06/2020																				32																			
3249	3249	BXD102	CD	F	Euthanized	763	12/27/2019	11/04/2020	01/28/2022	313	34.9		43.1	348	44	427	45.5	482	41.1	551	42.2	615	38.8	677	30.6	762																												12/09/2020	02/26/2021	04/22/2021	06/30/2021	09/02/2021	11/03/2021	01/27/2022														35	114	169	238	302	364	449													
2316	2316	BXD68	CD	F	Harvest	735	10/22/2014	09/09/2015	10/26/2016	322	25.7		26.4	349	27.2	415	27.8	483	28.5	560	29.2	616	30.5	687																														10/06/2015	12/11/2015	02/17/2016	05/04/2016	06/29/2016	09/08/2016															27	93	161	238	294	365														
2937	2937	DBA/2J-Gpnmb	CD	F	Natural	795	06/28/2018	05/13/2019	08/31/2020	319	23.8		25.7	349	23.1	428	23.7	482	22.2	539	22.9	589	22.9	648	17	720	15.3	782																										06/12/2019	08/30/2019	10/23/2019	12/19/2019	02/07/2020	04/06/2020	06/17/2020	08/18/2020													30	109	163	220	270	329	401	463												
2939	2939	DBA/2J-Gpnmb	CD	F	Natural	830	06/28/2018	05/13/2019	10/05/2020	319	24.3		26.7	349	26.3	429	27	482	25.9	539	23	589	25.1	648	24.1	720	22.6	782																										06/12/2019	08/31/2019	10/23/2019	12/19/2019	02/07/2020	04/06/2020	06/17/2020	08/18/2020													30	110	163	220	270	329	401	463												
